Order ID,Customer ID,Product ID,Order Date,Quantity,Total Price,Order Status
1505,232,89,2024-07-04,4,1917.66,Pending
1506,202,22,2024-11-21,3,656.07,Delivered
1507,29,62,2024-09-01,4,1625.72,Shipped
1508,257,32,2024-10-08,1,973.47,Shipped
1509,56,43,2024-04-20,5,1598.52,Delivered
1510,615,80,2024-05-21,4,1539.99,Cancelled
1511,593,16,2024-06-05,1,1950.32,Delivered
1512,387,41,2024-03-25,1,1576.16,Delivered
1513,453,8,2024-07-24,3,1240.94,Cancelled
1514,68,14,2024-11-24,1,1140.55,Shipped
1515,391,52,2024-04-18,1,1253.74,Cancelled
1516,239,77,2024-05-25,5,70.68,Cancelled
1517,476,55,2024-10-02,5,1257.5,Shipped
1518,667,87,2024-07-16,1,935.45,Shipped
1519,602,25,2024-07-07,1,250.24,Delivered
1520,608,25,2024-07-19,5,295.66,Shipped
1521,364,54,2024-06-27,4,1463.01,Cancelled
1522,191,32,2024-03-04,2,1604.2,Delivered
1523,131,40,2024-08-10,5,899.9,Shipped
1524,319,75,2024-02-11,5,1562.22,Pending
1525,481,40,2024-08-10,5,718.66,Shipped
1526,9,67,2024-03-13,5,1332.47,Pending
1527,59,31,2024-06-05,5,1647.41,Delivered
1528,433,45,2024-09-06,2,1954.2,Pending
1529,71,44,2024-08-08,2,1352.33,Cancelled
1530,615,89,2024-09-25,3,1711.42,Shipped
1531,631,39,2024-07-01,4,690.81,Delivered
1532,466,6,2024-05-30,4,477.84,Delivered
1533,655,29,2024-08-13,2,959.75,Pending
1534,245,62,2024-12-03,3,1624.18,Cancelled
1535,211,52,2024-11-27,2,1660.86,Delivered
1536,372,2,2024-05-23,1,747.88,Delivered
1537,146,38,2024-11-27,4,429.09,Shipped
1538,45,4,2024-10-24,2,435.76,Pending
1539,225,34,2024-10-30,2,712.64,Pending
1540,183,26,2024-02-23,1,393.35,Shipped
1541,104,3,2024-08-24,2,788.9,Delivered
1542,347,27,2024-12-20,3,939.6,Shipped
1543,382,85,2024-02-18,2,1885.27,Cancelled
1544,67,16,2024-04-15,2,1771.31,Pending
1545,195,25,2024-03-07,5,787.48,Shipped
1546,326,77,2024-05-31,4,1955.11,Pending
1547,48,98,2025-01-13,5,1195.29,Shipped
1548,153,42,2024-09-17,2,153.86,Shipped
1549,130,66,2024-11-18,5,1777.38,Pending
1550,84,61,2025-01-16,5,176.5,Cancelled
1551,661,97,2024-09-10,5,779.82,Cancelled
1552,184,42,2024-08-30,3,1074.68,Cancelled
1553,507,61,2024-04-09,3,1183.31,Delivered
1554,213,29,2024-10-07,2,931.56,Pending
1555,406,28,2024-06-02,3,878.79,Cancelled
1556,586,21,2024-11-15,3,546.33,Delivered
1557,138,97,2024-02-20,1,625.34,Shipped
1558,236,75,2024-08-27,1,957.24,Shipped
1559,437,58,2024-02-12,4,893.39,Shipped
1560,510,41,2024-02-20,3,795.62,Pending
1561,453,30,2024-05-29,3,1308.44,Shipped
1562,85,38,2024-06-30,5,1049.94,Delivered
1563,284,30,2024-04-15,1,281.25,Shipped
1564,40,70,2024-06-17,2,700.83,Shipped
1565,257,39,2024-08-28,3,421.75,Pending
1566,557,34,2024-02-22,1,1551.65,Shipped
1567,355,52,2024-12-17,4,1652.63,Delivered
1568,484,84,2024-12-18,5,1979.09,Pending
1569,408,30,2024-10-24,2,1460.5,Pending
1570,486,30,2025-01-06,5,1194.66,Cancelled
1571,473,44,2024-07-19,1,660.5,Pending
1572,440,99,2024-11-14,4,458.69,Cancelled
1573,572,4,2024-08-17,3,320.95,Pending
1574,313,95,2024-08-23,1,1024.61,Shipped
1575,348,29,2024-12-27,4,880.15,Cancelled
1576,551,39,2024-04-11,3,1194.56,Delivered
1577,143,20,2024-08-17,3,1157.97,Cancelled
1578,391,27,2024-06-25,4,174.23,Cancelled
1579,193,61,2024-10-23,1,691.24,Cancelled
1580,655,39,2024-10-30,1,384.28,Pending
1581,33,89,2024-02-19,5,1002.8,Pending
1582,204,9,2025-01-20,4,603.44,Pending
1583,299,85,2024-04-25,5,186.46,Delivered
1584,378,67,2024-03-11,1,385.06,Cancelled
1585,401,21,2024-07-28,1,301.82,Cancelled
1586,490,96,2024-04-14,1,808.54,Pending
1587,134,27,2025-01-13,3,892.79,Cancelled
1588,163,78,2024-04-28,5,1881.35,Pending
1589,515,92,2024-11-04,4,587.11,Delivered
1590,147,58,2024-06-05,1,1657.94,Pending
1591,539,43,2024-03-01,5,1764.52,Cancelled
1592,474,74,2024-11-05,1,1487.72,Shipped
1593,662,59,2024-04-21,3,1415.62,Shipped
1594,401,79,2024-08-12,2,859.35,Pending
1595,633,94,2024-04-22,4,942.76,Pending
1596,583,13,2024-09-10,4,1412.36,Delivered
1597,246,21,2024-10-07,3,1770.98,Shipped
1598,683,9,2024-09-27,2,1822.04,Cancelled
1599,567,16,2024-02-08,3,199.24,Delivered
1600,517,99,2024-02-19,3,849.69,Pending
1601,259,27,2025-01-25,5,137.04,Delivered
1602,75,82,2024-06-29,4,793.25,Cancelled
1603,200,51,2024-04-22,1,70.94,Delivered
1604,140,42,2025-01-16,4,995.28,Delivered
1605,85,71,2024-10-26,2,1441.48,Cancelled
1606,144,61,2024-03-18,3,1691.05,Pending
1607,19,78,2025-01-25,1,395.61,Delivered
1608,548,95,2024-05-24,4,378.48,Delivered
1609,694,35,2024-02-03,2,909.28,Pending
1610,222,92,2025-01-18,1,1790.74,Pending
1611,453,90,2024-05-05,1,1681.18,Delivered
1612,400,89,2024-10-15,3,915.77,Delivered
1613,50,99,2024-12-13,4,1545.87,Pending
1614,384,31,2025-01-22,2,228.2,Cancelled
1615,29,2,2024-12-20,3,1650.03,Delivered
1616,226,13,2024-06-09,2,1461.82,Delivered
1617,426,66,2024-04-10,1,1640.47,Shipped
1618,576,81,2024-07-02,2,1268.11,Cancelled
1619,439,16,2024-12-19,2,466.87,Shipped
1620,332,23,2024-04-30,1,834.17,Shipped
1621,13,50,2024-06-25,2,944.61,Delivered
1622,674,36,2025-01-23,5,769.51,Delivered
1623,224,53,2024-12-23,3,1546.71,Cancelled
1624,105,92,2024-07-07,5,1592.96,Pending
1625,258,13,2024-02-19,5,682.49,Cancelled
1626,695,99,2024-04-02,2,697.49,Shipped
1627,683,62,2024-03-28,1,703.46,Cancelled
1628,392,66,2024-09-21,2,1031.67,Delivered
1629,239,3,2024-05-07,5,1529.94,Delivered
1630,317,31,2024-09-30,4,1526.63,Delivered
1631,62,18,2024-10-18,3,1022.52,Pending
1632,156,49,2024-05-12,2,1301.98,Pending
1633,613,57,2025-01-09,3,311.82,Shipped
1634,660,98,2025-01-25,1,1065.7,Cancelled
1635,664,37,2024-07-15,1,496.57,Shipped
1636,351,32,2024-10-23,2,1101.66,Pending
1637,228,78,2024-09-10,4,1066.87,Pending
1638,453,81,2024-11-03,1,176.0,Cancelled
1639,72,25,2025-01-02,1,1287.02,Pending
1640,210,17,2025-01-17,1,388.67,Pending
1641,242,65,2024-10-02,1,881.17,Cancelled
1642,319,22,2024-06-01,2,527.6,Pending
1643,621,32,2024-04-21,3,606.44,Cancelled
1644,651,26,2025-02-01,3,1731.73,Cancelled
1645,82,47,2025-01-08,4,786.55,Cancelled
1646,452,55,2024-10-12,5,1238.32,Cancelled
1647,160,62,2024-11-14,1,1535.76,Cancelled
1648,86,98,2025-01-21,3,1210.61,Pending
1649,567,94,2024-05-17,2,551.72,Cancelled
1650,314,59,2024-07-09,3,781.54,Cancelled
1651,74,43,2024-10-27,2,1443.98,Pending
1652,159,25,2024-02-05,1,75.03,Shipped
1653,504,52,2024-07-12,4,1883.56,Shipped
1654,394,63,2024-12-17,3,1300.05,Delivered
1655,419,5,2024-07-11,1,800.41,Pending
1656,199,98,2024-06-27,4,1916.34,Shipped
1657,522,91,2024-05-19,4,1288.21,Shipped
1658,60,84,2024-12-25,4,1856.71,Pending
1659,249,62,2025-01-16,1,1846.86,Shipped
1660,647,91,2024-04-15,1,1410.07,Pending
1661,268,78,2024-12-15,4,1891.32,Pending
1662,261,32,2024-11-30,5,1177.77,Pending
1663,13,15,2024-08-09,1,1306.57,Cancelled
1664,408,91,2024-05-10,5,1949.58,Delivered
1665,531,25,2024-09-22,4,373.36,Cancelled
1666,259,89,2024-02-06,3,1026.26,Cancelled
1667,601,40,2024-10-02,4,1517.3,Delivered
1668,112,82,2024-10-27,5,1564.55,Shipped
1669,147,35,2024-07-04,2,1863.53,Cancelled
1670,316,1,2024-02-18,2,1641.96,Delivered
1671,100,9,2024-10-29,4,1073.68,Shipped
1672,442,22,2024-11-25,2,780.57,Pending
1673,203,63,2024-07-25,2,1030.1,Delivered
1674,462,73,2024-03-23,2,411.99,Delivered
1675,188,98,2024-10-16,2,555.74,Cancelled
1676,452,81,2024-10-26,5,262.93,Pending
1677,82,38,2024-04-28,1,786.57,Shipped
1678,66,44,2024-02-29,1,1192.01,Cancelled
1679,497,87,2024-10-06,1,68.54,Shipped
1680,8,86,2024-03-17,5,1588.95,Delivered
1681,100,28,2024-03-17,5,1593.98,Cancelled
1682,618,67,2024-04-03,3,1867.65,Cancelled
1683,346,78,2025-01-17,4,706.27,Shipped
1684,323,31,2024-12-05,3,1346.9,Cancelled
1685,626,8,2024-08-09,3,1752.5,Delivered
1686,4,59,2024-02-27,4,1464.18,Pending
1687,27,78,2024-04-13,1,1744.56,Shipped
1688,255,48,2024-08-28,4,1255.79,Cancelled
1689,528,53,2024-06-08,2,56.1,Shipped
1690,18,82,2024-04-06,3,1753.2,Shipped
1691,695,57,2024-11-15,2,1233.19,Cancelled
1692,628,11,2024-05-11,3,884.44,Cancelled
1693,675,90,2024-10-23,1,1481.84,Shipped
1694,622,25,2024-11-05,2,1746.22,Delivered
1695,131,64,2025-01-28,1,637.63,Cancelled
1696,173,58,2024-10-28,1,990.23,Pending
1697,250,28,2024-07-05,2,1518.84,Delivered
1698,109,56,2024-05-22,1,362.46,Shipped
1699,393,99,2024-08-28,3,479.73,Shipped
1700,682,61,2024-05-23,1,1347.68,Cancelled
1701,93,89,2024-05-22,3,1750.28,Delivered
1702,660,44,2024-12-30,4,1824.83,Cancelled
1703,670,83,2024-09-10,5,1934.18,Cancelled
1704,239,29,2024-05-13,3,275.6,Delivered
1705,115,12,2024-03-15,3,1494.13,Pending
1706,119,74,2024-11-23,3,298.46,Shipped
1707,390,74,2024-03-19,1,656.06,Pending
1708,398,55,2024-07-04,3,1554.0,Pending
1709,533,85,2024-12-17,5,1202.01,Delivered
1710,405,2,2025-01-10,5,1712.11,Shipped
1711,149,38,2025-01-10,2,1024.67,Cancelled
1712,151,77,2024-04-20,3,334.45,Delivered
1713,614,41,2024-03-06,3,1029.64,Delivered
1714,281,91,2024-09-04,5,982.65,Pending
1715,507,38,2024-12-26,4,164.68,Shipped
1716,157,92,2024-08-13,2,1703.74,Pending
1717,54,100,2024-04-19,2,1720.72,Cancelled
1718,307,85,2024-03-22,2,1982.57,Cancelled
1719,346,55,2024-08-21,4,1981.11,Cancelled
1720,401,10,2024-02-15,5,1467.17,Shipped
1721,200,90,2024-08-02,5,817.86,Pending
1722,332,97,2024-08-05,5,1738.42,Delivered
1723,312,59,2024-03-15,2,1175.46,Cancelled
1724,495,38,2024-03-16,2,459.04,Pending
1725,667,2,2024-04-30,3,1465.62,Delivered
1726,695,19,2024-02-16,4,1903.28,Cancelled
1727,696,22,2024-12-21,1,237.29,Cancelled
1728,184,7,2024-07-01,1,1961.54,Shipped
1729,608,56,2024-04-13,2,1272.6,Cancelled
1730,251,5,2024-03-05,1,519.67,Cancelled
1731,310,89,2024-11-24,5,1911.38,Cancelled
1732,687,85,2024-10-28,1,1566.58,Cancelled
1733,282,81,2024-12-11,4,766.28,Delivered
1734,120,11,2024-02-28,1,1003.98,Pending
1735,24,76,2024-05-05,5,1975.33,Cancelled
1736,281,89,2024-07-20,1,1598.97,Pending
1737,394,62,2024-09-27,4,631.81,Pending
1738,102,42,2024-06-25,1,1441.85,Pending
1739,416,90,2024-07-21,1,817.9,Cancelled
1740,66,67,2024-11-14,5,1101.01,Delivered
1741,213,85,2024-03-28,1,402.3,Pending
1742,6,72,2024-07-22,4,1611.0,Delivered
1743,41,17,2024-09-20,5,452.15,Pending
1744,90,72,2024-11-26,3,1710.33,Delivered
1745,87,16,2024-02-17,5,632.23,Pending
1746,434,85,2024-10-16,1,534.26,Delivered
1747,532,38,2025-01-29,5,917.59,Cancelled
1748,321,67,2024-08-15,3,1232.04,Pending
1749,102,85,2024-11-25,1,512.35,Pending
1750,146,39,2024-04-15,2,1916.97,Pending
1751,606,46,2024-11-26,3,300.56,Cancelled
1752,77,71,2024-04-23,3,558.32,Pending
1753,410,59,2024-11-09,1,1892.24,Cancelled
1754,147,69,2024-06-04,2,187.59,Shipped
1755,649,90,2024-02-18,2,1443.17,Pending
1756,430,20,2024-09-09,3,1985.28,Cancelled
1757,389,4,2024-02-07,5,532.62,Shipped
1758,128,69,2024-04-01,1,1383.76,Cancelled
1759,68,43,2024-06-13,1,757.5,Shipped
1760,280,19,2024-12-31,2,583.61,Delivered
1761,387,29,2024-05-09,4,1905.98,Delivered
1762,180,68,2025-01-25,3,1198.21,Cancelled
1763,98,68,2024-04-10,3,1415.89,Shipped
1764,565,35,2024-06-16,5,243.18,Delivered
1765,175,41,2024-07-30,4,402.31,Cancelled
1766,489,76,2024-04-19,2,555.17,Pending
1767,674,17,2025-01-17,2,788.66,Shipped
1768,55,93,2024-10-09,3,1429.63,Pending
1769,695,78,2024-02-23,4,1428.23,Pending
1770,450,46,2024-07-02,4,1029.35,Shipped
1771,439,67,2024-06-28,2,645.12,Delivered
1772,313,53,2024-04-01,3,1698.23,Delivered
1773,79,94,2024-05-25,2,1892.49,Pending
1774,590,8,2024-08-16,1,1499.65,Cancelled
1775,11,55,2024-02-26,5,1868.26,Pending
1776,492,64,2024-04-29,5,1385.99,Delivered
1777,416,2,2024-04-13,5,420.86,Delivered
1778,436,90,2024-10-02,5,1511.85,Pending
1779,678,68,2024-04-17,5,132.59,Cancelled
1780,173,87,2024-06-11,5,1812.41,Pending
1781,77,47,2024-10-14,2,1051.68,Delivered
1782,433,64,2024-11-08,4,382.44,Delivered
1783,347,87,2024-07-21,2,1671.87,Delivered
1784,298,39,2024-02-11,4,622.41,Pending
1785,3,95,2025-01-05,5,817.56,Shipped
1786,659,66,2024-07-22,1,1874.06,Cancelled
1787,59,46,2024-02-28,1,1250.28,Shipped
1788,306,46,2024-12-25,1,60.05,Pending
1789,412,46,2024-05-07,1,247.61,Cancelled
1790,203,11,2024-09-22,5,1052.92,Pending
1791,421,16,2024-08-25,4,63.48,Shipped
1792,232,61,2024-05-23,4,779.9,Shipped
1793,439,24,2024-09-05,5,1632.51,Delivered
1794,450,85,2024-04-04,4,365.58,Shipped
1795,445,1,2024-03-28,3,1772.97,Pending
1796,114,25,2024-09-01,3,128.5,Cancelled
1797,432,96,2024-06-04,3,1806.95,Pending
1798,683,26,2024-02-24,4,1921.41,Shipped
1799,122,54,2024-03-16,4,1122.74,Pending
1800,333,97,2024-10-24,4,1028.62,Cancelled
1801,135,15,2024-02-27,1,1595.79,Pending
1802,160,45,2024-07-10,5,76.62,Pending
1803,54,87,2024-08-21,3,887.85,Delivered
1804,445,62,2024-08-27,3,600.34,Delivered
1805,440,32,2024-02-08,5,347.37,Pending
1806,256,36,2024-09-29,1,1735.13,Pending
1807,683,55,2024-11-07,2,974.09,Delivered
1808,515,79,2024-04-07,2,417.9,Pending
1809,235,16,2024-11-09,2,832.5,Shipped
1810,197,19,2025-01-29,4,84.44,Pending
1811,94,7,2024-06-05,4,844.23,Shipped
1812,649,30,2024-06-24,2,705.55,Cancelled
1813,63,66,2024-02-16,4,1305.55,Shipped
1814,113,35,2024-03-28,3,597.08,Shipped
1815,429,32,2025-01-17,3,1795.46,Pending
1816,42,1,2024-03-13,1,1337.84,Shipped
1817,218,37,2024-10-24,4,596.31,Delivered
1818,442,24,2024-05-02,3,1899.24,Shipped
1819,343,39,2024-02-04,1,238.93,Delivered
1820,700,71,2024-06-29,2,695.86,Shipped
1821,604,68,2024-02-03,5,774.6,Shipped
1822,216,75,2024-09-07,4,220.1,Delivered
1823,134,81,2024-02-24,5,284.69,Pending
1824,198,91,2024-12-14,4,1854.73,Delivered
1825,560,80,2024-07-01,3,637.88,Cancelled
1826,207,69,2024-11-26,2,135.43,Pending
1827,429,71,2024-09-09,3,1788.59,Shipped
1828,375,58,2024-03-19,1,1826.16,Delivered
1829,495,54,2024-12-30,5,1866.1,Delivered
1830,171,77,2024-04-29,3,1408.58,Pending
1831,297,6,2024-11-23,5,168.55,Pending
1832,408,64,2024-10-03,5,1747.0,Delivered
1833,170,57,2024-02-15,5,799.09,Cancelled
1834,411,78,2024-09-07,3,453.5,Delivered
1835,164,74,2024-08-31,2,1204.62,Delivered
1836,526,59,2024-03-01,5,1430.12,Shipped
1837,311,29,2024-02-09,3,1431.1,Delivered
1838,176,29,2024-10-10,1,1090.45,Shipped
1839,41,82,2024-12-18,2,1886.99,Shipped
1840,137,35,2025-01-20,1,1302.71,Pending
1841,216,69,2024-08-05,1,52.73,Shipped
1842,648,78,2025-01-30,3,682.9,Shipped
1843,137,53,2024-09-10,5,625.05,Delivered
1844,641,2,2024-10-09,3,477.6,Shipped
1845,181,33,2024-06-30,1,1097.91,Delivered
1846,392,84,2024-05-21,3,1746.55,Pending
1847,453,29,2024-10-25,3,574.15,Cancelled
1848,160,58,2024-09-28,2,1473.13,Cancelled
1849,378,19,2024-07-01,4,232.7,Pending
1850,471,24,2024-07-25,2,418.28,Cancelled
1851,185,83,2025-01-20,3,91.04,Pending
1852,182,51,2024-11-18,5,416.3,Pending
1853,74,55,2024-05-04,2,937.3,Cancelled
1854,103,93,2024-10-24,5,317.72,Delivered
1855,618,13,2024-08-10,4,798.78,Delivered
1856,14,98,2024-09-26,1,307.75,Delivered
1857,275,19,2024-05-09,5,76.32,Delivered
1858,109,70,2024-06-15,3,1712.8,Delivered
1859,208,18,2024-10-06,4,1531.36,Cancelled
1860,168,40,2024-07-27,3,983.87,Pending
1861,58,70,2024-08-06,3,1273.6,Delivered
1862,22,6,2025-01-24,1,1112.05,Delivered
1863,524,54,2025-01-15,2,52.36,Pending
1864,25,30,2024-04-01,4,801.5,Shipped
1865,672,37,2024-07-27,2,1847.3,Cancelled
1866,116,63,2024-08-28,2,1982.0,Pending
1867,105,37,2025-01-08,3,198.77,Shipped
1868,122,47,2024-06-20,1,1796.39,Pending
1869,183,55,2024-04-28,5,702.95,Pending
1870,696,55,2024-03-29,2,1791.58,Shipped
1871,640,37,2024-05-23,3,1757.03,Shipped
1872,512,85,2024-10-06,3,1869.12,Delivered
1873,3,20,2024-11-11,2,674.5,Cancelled
1874,458,93,2024-04-09,4,1638.57,Delivered
1875,592,55,2024-07-01,3,332.1,Shipped
1876,131,24,2024-05-11,4,737.59,Cancelled
1877,435,62,2025-01-09,4,1223.4,Shipped
1878,142,84,2024-04-04,2,797.21,Cancelled
1879,552,69,2024-06-23,4,1088.33,Pending
1880,394,11,2024-11-15,5,1444.1,Pending
1881,90,31,2024-02-10,3,55.59,Delivered
1882,372,72,2024-07-18,4,1917.35,Delivered
1883,62,45,2024-12-10,3,1705.07,Pending
1884,302,59,2024-05-28,2,1678.74,Cancelled
1885,249,27,2024-03-28,2,158.94,Pending
1886,121,90,2024-02-18,2,786.05,Delivered
1887,435,48,2024-07-29,1,1417.73,Delivered
1888,489,77,2024-07-10,2,108.86,Shipped
1889,145,11,2024-11-04,2,200.28,Cancelled
1890,154,98,2025-01-08,2,966.04,Pending
1891,541,90,2024-08-30,3,966.86,Shipped
1892,455,83,2024-12-28,1,609.2,Pending
1893,62,83,2024-04-30,1,1228.14,Pending
1894,516,21,2024-07-07,1,822.96,Cancelled
1895,697,59,2024-03-21,5,1437.24,Shipped
1896,586,65,2024-12-24,3,1433.24,Cancelled
1897,161,35,2024-10-02,1,1066.93,Pending
1898,217,52,2024-06-18,5,159.19,Cancelled
1899,189,96,2024-04-22,5,1229.91,Delivered
1900,480,62,2025-02-01,3,1322.76,Cancelled
1901,390,22,2024-07-08,1,1616.51,Cancelled
1902,200,35,2024-07-14,1,253.58,Shipped
1903,618,100,2025-01-10,3,104.7,Shipped
1904,167,70,2024-07-13,1,177.37,Delivered
1905,317,25,2024-07-29,5,443.37,Delivered
1906,247,35,2024-11-12,1,1954.49,Delivered
1907,578,62,2024-07-26,1,143.7,Delivered
1908,317,2,2024-07-23,3,1515.77,Cancelled
1909,513,25,2024-07-01,3,1516.09,Shipped
1910,133,90,2024-07-31,1,696.07,Delivered
1911,515,100,2024-06-22,2,96.19,Cancelled
1912,489,76,2024-06-12,1,615.73,Pending
1913,699,60,2024-06-07,1,1776.15,Delivered
1914,238,28,2024-10-17,2,1549.21,Pending
1915,514,67,2024-07-05,5,1320.22,Shipped
1916,459,17,2024-03-24,3,617.14,Cancelled
1917,41,92,2024-11-08,4,516.27,Delivered
1918,157,73,2024-08-25,4,239.94,Delivered
1919,147,99,2024-04-21,3,1116.92,Delivered
1920,511,13,2024-05-07,4,661.75,Shipped
1921,166,9,2024-04-26,3,1174.2,Shipped
1922,92,10,2024-11-04,2,1435.78,Cancelled
1923,265,61,2024-04-16,3,1538.14,Cancelled
1924,666,18,2024-09-09,1,1944.78,Cancelled
1925,41,47,2024-04-17,3,831.83,Pending
1926,452,47,2025-01-06,5,1697.43,Shipped
1927,383,11,2024-11-11,4,1036.59,Shipped
1928,699,6,2024-10-15,5,1955.99,Delivered
1929,251,90,2024-12-02,5,65.49,Delivered
1930,298,49,2024-09-29,2,1161.76,Delivered
1931,229,50,2024-06-22,4,1354.84,Shipped
1932,478,60,2025-01-16,5,1805.25,Cancelled
1933,112,11,2024-07-30,2,1476.97,Cancelled
1934,444,26,2024-09-01,4,691.01,Shipped
1935,351,78,2025-01-01,4,464.64,Cancelled
1936,118,36,2024-11-24,4,124.65,Pending
1937,482,19,2024-12-05,2,674.36,Delivered
1938,616,100,2024-07-09,4,171.68,Shipped
1939,441,61,2024-06-26,2,155.45,Delivered
1940,434,35,2024-10-09,3,1289.59,Delivered
1941,146,9,2024-05-31,3,839.88,Shipped
1942,463,54,2024-04-24,5,467.5,Shipped
1943,189,7,2024-07-03,1,1795.17,Cancelled
1944,351,97,2024-03-27,3,370.84,Shipped
1945,430,62,2024-08-02,4,1094.24,Pending
1946,448,46,2024-03-15,5,808.82,Delivered
1947,575,77,2024-08-30,2,201.73,Pending
1948,332,86,2024-10-12,3,77.66,Cancelled
1949,152,64,2024-07-26,3,271.53,Cancelled
1950,270,67,2024-05-28,1,1977.07,Pending
1951,650,58,2025-01-18,5,240.02,Pending
1952,193,54,2024-12-21,5,1560.05,Cancelled
1953,222,45,2024-11-28,2,1907.13,Delivered
1954,380,47,2025-01-04,1,638.79,Shipped
1955,515,16,2024-10-01,4,1315.38,Cancelled
1956,424,53,2024-07-11,3,736.81,Cancelled
1957,536,98,2024-02-21,3,271.09,Pending
1958,470,55,2024-04-19,3,394.95,Pending
1959,556,56,2024-04-26,4,605.8,Cancelled
1960,650,37,2024-06-12,5,1878.91,Delivered
1961,90,14,2024-09-03,1,1316.77,Cancelled
1962,107,64,2025-01-12,5,1858.1,Delivered
1963,649,57,2024-04-02,5,1183.41,Delivered
1964,684,38,2024-10-15,4,463.15,Cancelled
1965,565,49,2024-06-30,1,431.34,Cancelled
1966,128,45,2025-01-30,4,855.22,Cancelled
1967,8,48,2024-08-20,2,1039.74,Shipped
1968,675,34,2024-07-18,3,1685.04,Cancelled
1969,690,31,2024-04-12,1,1805.37,Cancelled
1970,34,2,2024-07-23,1,349.08,Shipped
1971,532,95,2024-02-11,5,669.07,Pending
1972,586,56,2024-10-28,2,1133.69,Cancelled
1973,198,79,2024-04-22,4,1665.67,Cancelled
1974,132,82,2024-06-30,4,1955.84,Pending
1975,413,41,2024-09-09,5,358.97,Pending
1976,102,91,2024-10-18,2,1033.3,Cancelled
1977,643,34,2024-04-08,5,360.15,Shipped
1978,209,12,2024-05-18,1,100.0,Delivered
1979,644,99,2024-11-17,5,348.44,Delivered
1980,586,49,2024-10-23,1,1497.56,Pending
1981,465,82,2024-09-07,3,413.78,Pending
1982,305,25,2024-11-26,5,1688.89,Cancelled
1983,267,85,2024-04-02,1,586.18,Pending
1984,643,3,2024-10-08,5,1740.53,Delivered
1985,471,77,2024-07-07,1,258.8,Shipped
1986,269,24,2024-09-12,1,200.89,Shipped
1987,213,51,2024-12-01,1,1007.52,Delivered
1988,424,10,2024-12-09,4,1920.47,Delivered
1989,216,88,2024-04-18,4,781.75,Shipped
1990,649,58,2024-03-31,2,400.62,Delivered
1991,183,85,2024-07-10,5,1280.87,Delivered
1992,121,44,2024-06-03,3,993.63,Delivered
1993,163,67,2024-08-01,3,1856.84,Pending
1994,621,4,2024-05-07,5,94.92,Pending
1995,222,47,2025-01-04,1,1802.22,Delivered
1996,336,18,2024-11-14,2,212.71,Pending
1997,275,36,2024-03-23,4,438.51,Delivered
1998,357,91,2024-11-24,5,1321.25,Cancelled
1999,508,56,2025-01-28,5,1895.37,Pending
2000,257,23,2024-08-09,2,1389.76,Shipped
2001,403,14,2024-06-03,5,1596.65,Shipped
2002,170,27,2024-09-26,4,895.27,Cancelled
2003,434,77,2025-01-29,3,1640.99,Delivered
2004,622,50,2024-11-24,4,439.46,Shipped
2005,383,81,2024-09-26,1,926.34,Delivered
2006,524,33,2024-08-26,5,849.13,Shipped
2007,408,4,2024-11-13,1,400.81,Shipped
2008,440,24,2024-10-02,3,528.37,Pending
2009,673,48,2025-01-07,3,332.83,Shipped
2010,126,2,2024-02-15,3,1392.17,Shipped
2011,219,60,2024-10-21,5,1600.72,Pending
2012,576,9,2024-03-10,4,603.05,Pending
2013,540,28,2024-12-03,1,1143.87,Delivered
2014,588,83,2024-02-27,4,1380.16,Cancelled
2015,326,41,2024-03-06,2,434.39,Cancelled
2016,511,6,2024-02-10,3,871.41,Delivered
2017,464,22,2024-02-05,5,687.41,Cancelled
2018,243,74,2025-01-24,1,605.82,Delivered
2019,473,37,2025-01-01,2,1691.2,Cancelled
2020,38,69,2025-01-04,5,126.28,Delivered
2021,72,61,2024-02-22,1,1668.21,Cancelled
2022,309,36,2024-06-09,3,1519.7,Cancelled
2023,82,72,2024-12-29,3,1012.95,Delivered
2024,403,39,2024-03-07,4,1012.01,Delivered
2025,383,80,2024-06-02,1,107.11,Delivered
2026,11,18,2025-01-28,1,1987.4,Cancelled
2027,232,22,2025-01-17,1,422.76,Shipped
2028,551,1,2024-06-19,1,556.39,Delivered
2029,114,7,2024-04-20,3,196.33,Shipped
2030,628,49,2024-11-16,3,1412.4,Pending
2031,598,59,2024-03-31,1,296.26,Pending
2032,599,53,2024-04-24,4,1353.06,Pending
2033,592,62,2024-05-31,4,1953.88,Shipped
2034,495,29,2024-12-24,1,564.43,Shipped
2035,85,46,2024-02-27,5,1679.31,Pending
2036,676,83,2024-06-21,2,1405.18,Delivered
2037,507,8,2024-10-01,2,75.6,Pending
2038,480,50,2025-01-20,2,1000.91,Shipped
2039,214,76,2024-06-03,5,1052.16,Shipped
2040,320,91,2024-09-15,4,1327.81,Delivered
2041,134,29,2025-01-18,3,801.87,Cancelled
2042,636,66,2024-12-19,2,1571.04,Pending
2043,71,36,2024-07-24,4,370.18,Shipped
2044,592,83,2024-08-04,1,337.21,Delivered
2045,113,31,2024-06-12,1,1793.49,Pending
2046,274,4,2024-11-01,4,1340.68,Cancelled
2047,361,34,2024-04-10,1,1857.51,Delivered
2048,363,56,2024-05-24,2,343.71,Cancelled
2049,521,43,2024-05-29,1,910.61,Shipped
2050,101,7,2024-03-12,4,1477.4,Cancelled
2051,199,38,2024-12-09,2,835.25,Shipped
