Shipment ID,Order ID,Carrier Name,Dispatch Date,Delivery Date,Status
1458,2781,Wilson-Meyer,2025-02-01,2025-02-01,Delivered
1459,1068,Johnson-Hall,2025-02-01,2025-02-01,In Transit
1460,6178,Davis Group,2025-02-01,2025-02-01,Lost
1461,9044,Lee Ltd,2025-02-01,2025-02-01,Lost
1462,5137,"Hale, Nelson and Brown",2025-02-01,2025-02-01,Lost
1463,4225,Cannon-Wallace,2025-02-01,2025-02-01,Lost
1464,4236,Mccoy-Lambert,2025-02-01,2025-02-01,In Transit
1465,1918,Smith Inc,2025-02-01,2025-02-01,Delivered
1466,5958,Underwood Inc,2025-02-01,2025-02-01,Delayed
1467,4043,"Hull, Martinez and Montoya",2025-02-01,2025-02-01,In Transit
1468,7423,Haney and Sons,2025-02-01,2025-02-01,Delayed
1469,5345,"Johnston, Johnson and Tyler",2025-02-01,2025-02-01,In Transit
1470,4268,"Sullivan, Cummings and Little",2025-02-01,2025-02-01,Lost
1471,1685,Christian Ltd,2025-02-01,2025-02-01,Lost
1472,1839,Macdonald-Mcdowell,2025-02-01,2025-02-01,Delayed
1473,3834,Hart LLC,2025-02-01,2025-02-01,Delayed
1474,801,"Espinoza, Williams and Camacho",2025-02-01,2025-02-01,Delivered
1475,9880,"Wood, Camacho and Odonnell",2025-02-01,2025-02-01,Lost
1476,2060,Summers Inc,2025-02-01,2025-02-01,Lost
1477,7812,Carter-Rodriguez,2025-02-01,2025-02-01,Delayed
1478,4610,"Vazquez, Erickson and Brown",2025-02-01,2025-02-01,Delayed
1479,7210,"Gross, Ray and Todd",2025-02-01,2025-02-01,Lost
1480,9650,Little-Brown,2025-02-01,2025-02-01,In Transit
1481,9534,Brown Group,2025-02-01,2025-02-01,Delayed
1482,1459,Jones-Lewis,2025-02-01,2025-02-01,Delayed
1483,2123,"Walters, Garcia and Robertson",2025-02-01,2025-02-01,Delayed
1484,1013,Ellis-Bell,2025-02-01,2025-02-01,Delayed
1485,6428,Weber Inc,2025-02-01,2025-02-01,Delivered
1486,6696,"Velazquez, James and West",2025-02-01,2025-02-01,In Transit
1487,3573,"Baker, Davis and Ho",2025-02-01,2025-02-01,Delayed
1488,5278,Tyler-Sandoval,2025-02-01,2025-02-01,Delivered
1489,8309,"Benson, Brewer and Harris",2025-02-01,2025-02-01,Delivered
1490,3111,Rodriguez PLC,2025-02-01,2025-02-01,In Transit
1491,3443,"Levine, Rodriguez and Carroll",2025-02-01,2025-02-01,Delivered
1492,7005,Kelly-Fitzgerald,2025-02-01,2025-02-01,Lost
1493,8385,"Gonzalez, Gutierrez and Alvarez",2025-02-01,2025-02-01,Delivered
1494,5058,Cook PLC,2025-02-01,2025-02-01,Delivered
1495,5881,Scott Ltd,2025-02-01,2025-02-01,Delayed
1496,9486,"Bailey, Murphy and Thornton",2025-02-01,2025-02-01,In Transit
1497,9937,Diaz and Sons,2025-02-01,2025-02-01,Lost
1498,7638,"Watkins, Juarez and Martin",2025-02-01,2025-02-01,Lost
1499,4051,Hopkins-Davis,2025-02-01,2025-02-01,Delayed
1500,8386,"Williams, Maldonado and Ryan",2025-02-01,2025-02-01,Lost
1501,9431,Kelley-Jacobs,2025-02-01,2025-02-01,Delivered
1502,2323,Smith PLC,2025-02-01,2025-02-01,Delayed
1503,4420,Santana Group,2025-02-01,2025-02-01,Delivered
1504,7992,Jordan-Castro,2025-02-01,2025-02-01,Lost
1505,3214,Stewart-Little,2025-02-01,2025-02-01,Lost
1506,6640,Martinez-Holmes,2025-02-01,2025-02-01,Delivered
1507,8235,Donaldson Inc,2025-02-01,2025-02-01,Lost
1508,1589,Pugh Inc,2025-02-01,2025-02-01,In Transit
1509,7561,Martinez-Bowen,2025-02-01,2025-02-01,In Transit
1510,7164,Cannon-Walker,2025-02-01,2025-02-01,Delayed
1511,3477,Harrison-Gillespie,2025-02-01,2025-02-01,Delayed
1512,9781,"Carter, Flores and Steele",2025-02-01,2025-02-01,Delayed
1513,5687,"Dorsey, Gonzalez and Deleon",2025-02-01,2025-02-01,Delivered
1514,9921,Solomon-Thomas,2025-02-01,2025-02-01,Delayed
1515,6051,"Mathews, Taylor and Phillips",2025-02-01,2025-02-01,In Transit
1516,6964,Beasley Inc,2025-02-01,2025-02-01,Delayed
1517,8234,Allison-Holt,2025-02-01,2025-02-01,Delivered
1518,9944,Todd Ltd,2025-02-01,2025-02-01,Delayed
1519,8817,"Riley, Mccoy and Rodriguez",2025-02-01,2025-02-01,Lost
1520,3858,Bailey-Ross,2025-02-01,2025-02-01,In Transit
1521,9941,Williams-Lynch,2025-02-01,2025-02-01,Lost
1522,2466,Lee LLC,2025-02-01,2025-02-01,Delayed
1523,5330,"Reeves, Hernandez and Mayer",2025-02-01,2025-02-01,Delayed
1524,1990,"James, Marquez and Gonzalez",2025-02-01,2025-02-01,Lost
1525,9510,Krueger and Sons,2025-02-01,2025-02-01,Delivered
1526,4903,"Jones, Green and Riggs",2025-02-01,2025-02-01,Delivered
1527,1396,Cox LLC,2025-02-01,2025-02-01,Delayed
1528,9273,Williams-Wilson,2025-02-01,2025-02-01,In Transit
1529,4315,"Wilson, Velez and Murphy",2025-02-01,2025-02-01,Delivered
1530,1167,Sanders and Sons,2025-02-01,2025-02-01,Delayed
1531,4136,Gordon and Sons,2025-02-01,2025-02-01,Delayed
1532,544,"Armstrong, Clark and Green",2025-02-01,2025-02-01,Lost
1533,7580,"Bryant, Hawkins and Nash",2025-02-01,2025-02-01,Lost
1534,2409,Romero-Reeves,2025-02-01,2025-02-01,Delayed
1535,2337,Greene Inc,2025-02-01,2025-02-01,Delayed
1536,8104,Kennedy-Davis,2025-02-01,2025-02-01,Delayed
1537,541,Waller Ltd,2025-02-01,2025-02-01,Delayed
1538,371,"Hughes, Campbell and Decker",2025-02-01,2025-02-01,Delayed
1539,2604,Davis Group,2025-02-01,2025-02-01,Lost
1540,7623,Henderson-Thomas,2025-02-01,2025-02-01,In Transit
1541,3295,Long-Cook,2025-02-01,2025-02-01,Delayed
1542,4121,"Jimenez, Anderson and Smith",2025-02-01,2025-02-01,Lost
1543,7062,Smith Group,2025-02-01,2025-02-01,Lost
1544,3793,Estrada-Bennett,2025-02-01,2025-02-01,In Transit
1545,7419,Lawrence PLC,2025-02-01,2025-02-01,Lost
1546,9345,Holloway Group,2025-02-01,2025-02-01,Lost
1547,5251,"Harris, Brown and Newman",2025-02-01,2025-02-01,In Transit
1548,8,Roach-Kirk,2025-02-01,2025-02-01,In Transit
1549,6476,"Marquez, Wall and Gonzalez",2025-02-01,2025-02-01,Delayed
1550,1614,Brown Inc,2025-02-01,2025-02-01,Delayed
1551,379,"Hoover, Chapman and Jones",2025-02-01,2025-02-01,Lost
1552,2779,Acosta LLC,2025-02-01,2025-02-01,Delivered
1553,4596,Rose and Sons,2025-02-01,2025-02-01,Lost
1554,1681,Rogers PLC,2025-02-01,2025-02-01,Delayed
1555,685,"Williams, Singh and Williams",2025-02-01,2025-02-01,Delayed
1556,1939,"Ramos, Coleman and Sanchez",2025-02-01,2025-02-01,In Transit
1557,8177,Ferguson Ltd,2025-02-01,2025-02-01,In Transit
1558,8412,Taylor and Sons,2025-02-01,2025-02-01,Delivered
1559,9234,"Jones, Farrell and Grimes",2025-02-01,2025-02-01,Delivered
1560,2280,Shannon-Jarvis,2025-02-01,2025-02-01,In Transit
1561,9627,Pruitt-Robinson,2025-02-01,2025-02-01,Delivered
1562,5206,Becker-Arroyo,2025-02-01,2025-02-01,In Transit
1563,3451,"Reynolds, Spears and Jacobs",2025-02-01,2025-02-01,In Transit
1564,72,Irwin-Davis,2025-02-01,2025-02-01,Delivered
1565,9587,"Parker, Contreras and Obrien",2025-02-01,2025-02-01,Delayed
1566,734,"Boyer, Holland and Todd",2025-02-01,2025-02-01,In Transit
1567,1535,Simmons-Vaughn,2025-02-01,2025-02-01,Delayed
1568,7229,Mendoza-Kane,2025-02-01,2025-02-01,Delayed
1569,7304,"Daniels, Rubio and Ortiz",2025-02-01,2025-02-01,Delivered
1570,9375,"Fox, Ortega and Howard",2025-02-01,2025-02-01,In Transit
1571,5693,Koch-Casey,2025-02-01,2025-02-01,Delayed
1572,5276,Jackson-Moore,2025-02-01,2025-02-01,Delivered
1573,3943,Wallace-Rivas,2025-02-01,2025-02-01,Lost
1574,8258,"Lyons, Lee and Schneider",2025-02-01,2025-02-01,Delivered
1575,458,Jackson-Pierce,2025-02-01,2025-02-01,Delayed
1576,8103,"Mcclain, Medina and Lynch",2025-02-01,2025-02-01,Delayed
1577,7866,"Silva, Stokes and Cunningham",2025-02-01,2025-02-01,Delayed
1578,5134,Peterson-Woods,2025-02-01,2025-02-01,Lost
1579,8916,Morris-Morrison,2025-02-01,2025-02-01,Delayed
1580,4646,Johnson-Roberson,2025-02-01,2025-02-01,Delivered
1581,6262,"Patel, Stewart and Glass",2025-02-01,2025-02-01,Delivered
1582,3205,Rodriguez-Valentine,2025-02-01,2025-02-01,Delivered
1583,4025,Arnold-Lopez,2025-02-01,2025-02-01,Delayed
1584,6790,"Bernard, Roy and Dillon",2025-02-01,2025-02-01,Delayed
1585,1085,"Patel, Miller and Wilson",2025-02-01,2025-02-01,In Transit
1586,3395,Williams-Marks,2025-02-01,2025-02-01,Delayed
1587,9199,Higgins and Sons,2025-02-01,2025-02-01,Delivered
1588,870,"Padilla, White and Gould",2025-02-01,2025-02-01,Delivered
1589,4827,Fowler-Riddle,2025-02-01,2025-02-01,In Transit
1590,3416,"Smith, Thomas and Gonzalez",2025-02-01,2025-02-01,In Transit
1591,1926,"Wiley, Morgan and Smith",2025-02-01,2025-02-01,Lost
1592,804,Houston-Johnson,2025-02-01,2025-02-01,Lost
1593,4173,"Webster, Johnson and Stanley",2025-02-01,2025-02-01,Delayed
1594,9530,Cowan and Sons,2025-02-01,2025-02-01,In Transit
1595,3299,Jacobs-Nicholson,2025-02-01,2025-02-01,Delayed
1596,9273,Cruz Inc,2025-02-01,2025-02-01,Delivered
1597,4763,"Gonzalez, Shepard and Burnett",2025-02-01,2025-02-01,In Transit
1598,7952,"Page, Taylor and Miles",2025-02-01,2025-02-01,Lost
1599,3186,Allen-Landry,2025-02-01,2025-02-01,Delivered
1600,4665,Terry LLC,2025-02-01,2025-02-01,Delivered
1601,696,"Farmer, Torres and Shah",2025-02-01,2025-02-01,Lost
1602,1820,Gregory-Odonnell,2025-02-01,2025-02-01,Delivered
1603,1637,"James, Leach and Mccormick",2025-02-01,2025-02-01,Delivered
1604,1508,King-Watson,2025-02-01,2025-02-01,Lost
1605,277,"Jones, James and Patterson",2025-02-01,2025-02-01,Lost
1606,3086,"Carson, Gomez and Sawyer",2025-02-01,2025-02-01,Delivered
1607,3601,"Gonzalez, Phillips and Figueroa",2025-02-01,2025-02-01,In Transit
1608,8653,"Payne, Patterson and Moore",2025-02-01,2025-02-01,Lost
1609,7559,Hamilton Group,2025-02-01,2025-02-01,In Transit
1610,1392,Allen-Johnson,2025-02-01,2025-02-01,In Transit
1611,8914,Warren-Smith,2025-02-01,2025-02-01,In Transit
1612,2528,Sanchez-Mejia,2025-02-01,2025-02-01,Delivered
1613,8875,"Hoffman, Sandoval and Banks",2025-02-01,2025-02-01,Delivered
1614,6540,"Jordan, Harper and Rogers",2025-02-01,2025-02-01,Lost
1615,103,Johnson-Ramsey,2025-02-01,2025-02-01,Delivered
1616,5831,Ward Ltd,2025-02-01,2025-02-01,Lost
1617,9964,Patel Group,2025-02-01,2025-02-01,Delayed
1618,3929,"Carson, Williams and Gonzalez",2025-02-01,2025-02-01,Delayed
1619,6932,Bradley Ltd,2025-02-01,2025-02-01,Delayed
1620,4431,Melendez Group,2025-02-01,2025-02-01,In Transit
1621,1139,Nelson-Kramer,2025-02-01,2025-02-01,Delivered
1622,5713,"Smith, Hart and Johnson",2025-02-01,2025-02-01,Delayed
1623,7396,Hansen-Bell,2025-02-01,2025-02-01,Delivered
1624,8575,"Anderson, Terry and Smith",2025-02-01,2025-02-01,Lost
1625,4080,"Lopez, Hart and Collins",2025-02-01,2025-02-01,Lost
1626,2664,Taylor Group,2025-02-01,2025-02-01,Delayed
1627,273,"Parks, Cohen and Holloway",2025-02-01,2025-02-01,Delivered
1628,3794,Lopez-Salinas,2025-02-01,2025-02-01,Delayed
1629,2358,Allen LLC,2025-02-01,2025-02-01,In Transit
1630,3695,Chaney-Jackson,2025-02-01,2025-02-01,In Transit
1631,7781,Montoya-Hernandez,2025-02-01,2025-02-01,Delayed
1632,1234,Drake LLC,2025-02-01,2025-02-01,Delayed
1633,5256,"Cox, Walker and Lee",2025-02-01,2025-02-01,In Transit
1634,9949,Peterson-Miller,2025-02-01,2025-02-01,In Transit
1635,9856,Yates Ltd,2025-02-01,2025-02-01,In Transit
1636,3134,Nguyen Inc,2025-02-01,2025-02-01,Delayed
1637,7853,Poole-Edwards,2025-02-01,2025-02-01,Delivered
1638,8540,"Johnson, Hubbard and Taylor",2025-02-01,2025-02-01,Lost
1639,3958,Perry and Sons,2025-02-01,2025-02-01,Delayed
1640,3860,Cruz-Cuevas,2025-02-01,2025-02-01,In Transit
1641,403,"Stewart, Alvarez and Richmond",2025-02-01,2025-02-01,Lost
1642,7878,Andrade-Thompson,2025-02-01,2025-02-01,Delivered
1643,3608,"Scott, Wilson and Daugherty",2025-02-01,2025-02-01,Delivered
1644,8515,Moore-Lawrence,2025-02-01,2025-02-01,Delivered
1645,7286,"Young, Munoz and Reynolds",2025-02-01,2025-02-01,Lost
1646,5243,"Harper, Dodson and Graham",2025-02-01,2025-02-01,Delivered
1647,4842,Rogers-Joseph,2025-02-01,2025-02-01,In Transit
1648,2917,"Thomas, Nicholson and Rocha",2025-02-01,2025-02-01,Delayed
1649,9446,Rhodes Inc,2025-02-01,2025-02-01,Lost
1650,6410,Harrington-Carey,2025-02-01,2025-02-01,Delivered
1651,3858,"Bernard, Parker and Cooper",2025-02-01,2025-02-01,Delayed
1652,8976,Santos-Brown,2025-02-01,2025-02-01,Delayed
1653,5427,Morales LLC,2025-02-01,2025-02-01,Delivered
1654,446,"Thompson, Bowen and Rodriguez",2025-02-01,2025-02-01,In Transit
1655,27,Cox-Watson,2025-02-01,2025-02-01,In Transit
1656,5967,Obrien Inc,2025-02-01,2025-02-01,Delayed
1657,4961,Garza-Goodman,2025-02-01,2025-02-01,Delayed
1658,9021,Woodard PLC,2025-02-01,2025-02-01,Delayed
1659,8050,Wright-Andrade,2025-02-01,2025-02-01,Delivered
1660,65,Tanner Ltd,2025-02-01,2025-02-01,Lost
1661,4441,"Zavala, Webb and Wilson",2025-02-01,2025-02-01,In Transit
1662,6004,Smith-Thomas,2025-02-01,2025-02-01,In Transit
1663,9001,"Mayer, Jacobs and Price",2025-02-01,2025-02-01,Lost
1664,229,Lewis-Martin,2025-02-01,2025-02-01,Delivered
1665,2207,Jennings Inc,2025-02-01,2025-02-01,Delivered
1666,1683,Perez-Montgomery,2025-02-01,2025-02-01,Lost
1667,7476,"Pierce, Sanders and Yoder",2025-02-01,2025-02-01,Delayed
1668,896,Shelton Group,2025-02-01,2025-02-01,Delivered
1669,5643,Howard PLC,2025-02-01,2025-02-01,Delayed
1670,9782,Smith-Schneider,2025-02-01,2025-02-01,Delivered
1671,9408,"Montgomery, Daniel and Brooks",2025-02-01,2025-02-01,In Transit
1672,427,Hill-Williams,2025-02-01,2025-02-01,Delivered
1673,2883,Parsons Group,2025-02-01,2025-02-01,In Transit
1674,4495,"Snyder, Salazar and Eaton",2025-02-01,2025-02-01,In Transit
1675,856,Gilmore-Jackson,2025-02-01,2025-02-01,Delivered
1676,7976,Chavez-Sanders,2025-02-01,2025-02-01,Delivered
1677,8327,Nelson PLC,2025-02-01,2025-02-01,In Transit
1678,898,Cohen-Stevens,2025-02-01,2025-02-01,Delivered
1679,9789,"Jones, Dawson and Thomas",2025-02-01,2025-02-01,Lost
1680,2824,"Davis, Jones and Sanchez",2025-02-01,2025-02-01,Delayed
1681,7341,Thompson-Williams,2025-02-01,2025-02-01,Delayed
1682,5853,Sanchez Group,2025-02-01,2025-02-01,In Transit
1683,2552,"Collins, Hernandez and Garcia",2025-02-01,2025-02-01,Lost
1684,3517,"Jackson, Flynn and Thompson",2025-02-01,2025-02-01,Lost
1685,915,"Simon, Keith and Powers",2025-02-01,2025-02-01,In Transit
1686,8092,"Chan, Jenkins and Perry",2025-02-01,2025-02-01,Lost
1687,3467,"Cunningham, Contreras and Miller",2025-02-01,2025-02-01,Delivered
1688,379,"James, Smith and Curry",2025-02-01,2025-02-01,Delivered
1689,2595,"Tucker, Olson and Williams",2025-02-01,2025-02-01,Delayed
1690,1696,Miller Ltd,2025-02-01,2025-02-01,Lost
1691,6343,Gentry-Bryant,2025-02-01,2025-02-01,Lost
1692,7159,Castro-Savage,2025-02-01,2025-02-01,Delivered
1693,1935,"Patel, Obrien and Garcia",2025-02-01,2025-02-01,Delivered
1694,8014,Rice Inc,2025-02-01,2025-02-01,Delayed
1695,6847,Dean Ltd,2025-02-01,2025-02-01,Delivered
1696,1617,Donovan-Fisher,2025-02-01,2025-02-01,Delivered
1697,3508,"Foster, Morgan and Carson",2025-02-01,2025-02-01,Delayed
1698,5971,Patterson-Miller,2025-02-01,2025-02-01,Delayed
1699,9204,"Cohen, Wilson and Fischer",2025-02-01,2025-02-01,Delivered
1700,6022,Brady-Mathis,2025-02-01,2025-02-01,Lost
1701,5742,Morales-Taylor,2025-02-01,2025-02-01,Lost
1702,2616,Stephens-Case,2025-02-01,2025-02-01,In Transit
1703,9504,Clark-Garcia,2025-02-01,2025-02-01,Delivered
1704,9797,Burgess-Morrow,2025-02-01,2025-02-01,Delayed
1705,9802,"Taylor, Mcdaniel and Pennington",2025-02-01,2025-02-01,In Transit
1706,9560,Turner Group,2025-02-01,2025-02-01,Delayed
1707,4866,Coleman-Luna,2025-02-01,2025-02-01,In Transit
1708,4892,"Rodriguez, Trujillo and Butler",2025-02-01,2025-02-01,Lost
1709,5972,Sims Inc,2025-02-01,2025-02-01,Delivered
1710,7193,Dixon-Rodriguez,2025-02-01,2025-02-01,Lost
1711,3211,"Fisher, Eaton and Perry",2025-02-01,2025-02-01,Lost
1712,9104,Price-Bennett,2025-02-01,2025-02-01,Delivered
1713,5716,"Dixon, Webb and Johnson",2025-02-01,2025-02-01,Lost
1714,4786,"Chan, Hall and Johnson",2025-02-01,2025-02-01,Delayed
1715,8904,Vega-Knapp,2025-02-01,2025-02-01,Lost
1716,5108,"Perez, Cameron and Cannon",2025-02-01,2025-02-01,Lost
1717,7160,"Crane, Chan and Mann",2025-02-01,2025-02-01,Lost
1718,9561,"Schneider, Olson and Brown",2025-02-01,2025-02-01,Delayed
1719,5297,Ramirez Inc,2025-02-01,2025-02-01,Lost
1720,7965,Newton-Jennings,2025-02-01,2025-02-01,In Transit
1721,5269,Daniels and Sons,2025-02-01,2025-02-01,In Transit
1722,9188,Campbell Inc,2025-02-01,2025-02-01,Lost
1723,5986,Miller Inc,2025-02-01,2025-02-01,In Transit
1724,6494,Pearson-Charles,2025-02-01,2025-02-01,Lost
1725,9816,"West, Salazar and Tyler",2025-02-01,2025-02-01,Lost
1726,4589,Wall-Woods,2025-02-01,2025-02-01,Delayed
1727,1092,"Cole, Burke and Stewart",2025-02-01,2025-02-01,In Transit
1728,6129,Martinez-Ramirez,2025-02-01,2025-02-01,In Transit
1729,5129,Kelly-Rojas,2025-02-01,2025-02-01,Delivered
1730,5430,"Alvarado, Cooley and Vance",2025-02-01,2025-02-01,Lost
1731,8243,Vasquez Ltd,2025-02-01,2025-02-01,Lost
1732,46,Davis Group,2025-02-01,2025-02-01,Delayed
1733,2715,Carlson LLC,2025-02-01,2025-02-01,Lost
1734,4299,Garner Group,2025-02-01,2025-02-01,Lost
1735,8185,"Torres, Jenkins and Freeman",2025-02-01,2025-02-01,Delayed
1736,760,Davis and Sons,2025-02-01,2025-02-01,In Transit
1737,4906,"Carpenter, Richards and Myers",2025-02-01,2025-02-01,Lost
1738,6673,Gallagher Ltd,2025-02-01,2025-02-01,In Transit
1739,6386,Simmons Group,2025-02-01,2025-02-01,Delivered
1740,8311,"Dominguez, Wilson and Walker",2025-02-01,2025-02-01,Delivered
1741,8267,Lang and Sons,2025-02-01,2025-02-01,Delayed
1742,519,"Callahan, Rivera and Lane",2025-02-01,2025-02-01,Delayed
1743,1675,"Guzman, Brown and Alvarez",2025-02-01,2025-02-01,Lost
1744,2331,Brady-Watson,2025-02-01,2025-02-01,Lost
1745,5411,Peterson Group,2025-02-01,2025-02-01,In Transit
1746,2667,"Kelley, Rivas and Hernandez",2025-02-01,2025-02-01,In Transit
1747,2588,"Chen, Thomas and Morris",2025-02-01,2025-02-01,Delivered
1748,5483,Stokes-Jones,2025-02-01,2025-02-01,Delivered
1749,1801,Grant-Humphrey,2025-02-01,2025-02-01,Delivered
1750,3674,Dillon-Villanueva,2025-02-01,2025-02-01,In Transit
1751,2860,"Lopez, Shepherd and Martinez",2025-02-01,2025-02-01,Delayed
1752,4350,Duncan LLC,2025-02-01,2025-02-01,Lost
1753,2203,Summers Ltd,2025-02-01,2025-02-01,Lost
1754,6194,Hall-Edwards,2025-02-01,2025-02-01,Delivered
1755,5312,"Allen, Jacobson and Owen",2025-02-01,2025-02-01,In Transit
1756,4812,"Stanley, Morgan and Rubio",2025-02-01,2025-02-01,Lost
1757,4319,"Patterson, Stanley and Cox",2025-02-01,2025-02-01,Lost
1758,1501,Taylor-Ramirez,2025-02-01,2025-02-01,Delayed
1759,1599,"Carr, Cline and Park",2025-02-01,2025-02-01,Delivered
1760,9788,"Frank, Lopez and Curtis",2025-02-01,2025-02-01,Delayed
1761,4519,Romero-Jones,2025-02-01,2025-02-01,Delayed
1762,9181,"Ruiz, Villa and Chavez",2025-02-01,2025-02-01,Delivered
1763,8949,Mendoza and Sons,2025-02-01,2025-02-01,Delayed
1764,3664,"Gillespie, Torres and Santos",2025-02-01,2025-02-01,Delivered
1765,5432,"Rosales, Nelson and Barker",2025-02-01,2025-02-01,Delayed
1766,9347,Jenkins and Sons,2025-02-01,2025-02-01,In Transit
1767,7099,Edwards-Winters,2025-02-01,2025-02-01,Delayed
1768,3652,Banks LLC,2025-02-01,2025-02-01,Delayed
1769,9832,Phillips PLC,2025-02-01,2025-02-01,Delayed
1770,2346,"Galloway, Johnson and Steele",2025-02-01,2025-02-01,Delivered
1771,9014,Wolfe LLC,2025-02-01,2025-02-01,Lost
1772,5271,Miles-Hurley,2025-02-01,2025-02-01,In Transit
1773,2126,Sandoval-Whitney,2025-02-01,2025-02-01,In Transit
1774,9361,Salazar PLC,2025-02-01,2025-02-01,In Transit
1775,1078,Simpson-Lee,2025-02-01,2025-02-01,In Transit
1776,8136,"Brown, Lee and Williams",2025-02-01,2025-02-01,Delayed
1777,9424,Evans LLC,2025-02-01,2025-02-01,Lost
1778,4087,"Brown, Blankenship and White",2025-02-01,2025-02-01,In Transit
1779,2008,Day LLC,2025-02-01,2025-02-01,In Transit
1780,4705,"Adams, Curry and Wheeler",2025-02-01,2025-02-01,Lost
1781,3913,"Frye, Allen and Reyes",2025-02-01,2025-02-01,Delivered
1782,6941,"Beck, Duarte and Greene",2025-02-01,2025-02-01,In Transit
1783,9250,Hall-Medina,2025-02-01,2025-02-01,In Transit
1784,882,Davis-Jones,2025-02-01,2025-02-01,Delayed
1785,48,"Rhodes, Houston and Mcguire",2025-02-01,2025-02-01,Delayed
1786,5280,Valdez-Trevino,2025-02-01,2025-02-01,Lost
1787,1672,Coleman-Thompson,2025-02-01,2025-02-01,Lost
1788,4411,Lee-Shaffer,2025-02-01,2025-02-01,In Transit
1789,459,"Hall, Young and Clark",2025-02-01,2025-02-01,Delayed
1790,8041,"Rose, Graham and Salazar",2025-02-01,2025-02-01,Delayed
1791,8517,Parsons-Cox,2025-02-01,2025-02-01,Delivered
1792,4289,Wright-Hoffman,2025-02-01,2025-02-01,Delayed
1793,5860,Spencer LLC,2025-02-01,2025-02-01,Delayed
1794,2754,Harris-Nicholson,2025-02-01,2025-02-01,In Transit
1795,270,Martin-Malone,2025-02-01,2025-02-01,Delayed
1796,2670,"Roman, Hinton and Lynch",2025-02-01,2025-02-01,In Transit
1797,8339,Wright Group,2025-02-01,2025-02-01,Delayed
1798,1472,Murphy-Morris,2025-02-01,2025-02-01,Delivered
1799,8935,Murphy-Green,2025-02-01,2025-02-01,Lost
1800,5252,"Harris, Johnson and Vargas",2025-02-01,2025-02-01,Delayed
1801,9344,Taylor-Romero,2025-02-01,2025-02-01,In Transit
1802,7623,Odom-Stevenson,2025-02-01,2025-02-01,Lost
1803,2852,Estrada-Black,2025-02-01,2025-02-01,Delayed
1804,5390,Chapman-Carr,2025-02-01,2025-02-01,In Transit
1805,6116,Ortiz Inc,2025-02-01,2025-02-01,Delayed
1806,1957,Brennan Group,2025-02-01,2025-02-01,Delayed
1807,1980,Mathis PLC,2025-02-01,2025-02-01,In Transit
1808,9401,Johnson and Sons,2025-02-01,2025-02-01,Delivered
1809,7504,"Randolph, West and Rogers",2025-02-01,2025-02-01,Delayed
1810,7336,Reynolds-Nguyen,2025-02-01,2025-02-01,Lost
1811,37,Daniels PLC,2025-02-01,2025-02-01,Lost
1812,9491,"Davis, Henry and Carter",2025-02-01,2025-02-01,Lost
1813,486,Mitchell and Sons,2025-02-01,2025-02-01,Lost
1814,1519,"Lucero, Johnston and Murphy",2025-02-01,2025-02-01,Lost
1815,9617,Brewer Group,2025-02-01,2025-02-01,Delayed
1816,1848,Washington LLC,2025-02-01,2025-02-01,Delivered
1817,5981,"Curry, Baker and Thompson",2025-02-01,2025-02-01,In Transit
1818,2816,Ruiz Ltd,2025-02-01,2025-02-01,Delayed
1819,9120,Lam Group,2025-02-01,2025-02-01,Delivered
1820,6224,Richard LLC,2025-02-01,2025-02-01,Delayed
1821,5899,"Morris, Thornton and Henry",2025-02-01,2025-02-01,Delayed
1822,8817,Palmer-Clarke,2025-02-01,2025-02-01,Delivered
1823,7937,Holmes LLC,2025-02-01,2025-02-01,Lost
1824,1010,"Russell, Hansen and Williams",2025-02-01,2025-02-01,Lost
1825,9553,Hunt-Walker,2025-02-01,2025-02-01,Delivered
1826,2236,Horn and Sons,2025-02-01,2025-02-01,Lost
1827,9815,"Bennett, Cook and Rasmussen",2025-02-01,2025-02-01,In Transit
1828,6138,Smith LLC,2025-02-01,2025-02-01,Lost
1829,9230,Hernandez-Oneill,2025-02-01,2025-02-01,Delayed
1830,9799,Warren-Blake,2025-02-01,2025-02-01,In Transit
1831,7127,Murphy-Thomas,2025-02-01,2025-02-01,In Transit
1832,8581,King Ltd,2025-02-01,2025-02-01,Delivered
1833,8149,"Larson, Powell and Norman",2025-02-01,2025-02-01,Lost
1834,2039,Garcia Inc,2025-02-01,2025-02-01,In Transit
1835,177,Wood Ltd,2025-02-01,2025-02-01,Delivered
1836,3692,Klein-Newton,2025-02-01,2025-02-01,Delayed
1837,1261,Massey Group,2025-02-01,2025-02-01,Delivered
1838,445,Murray-Mercado,2025-02-01,2025-02-01,Delayed
1839,5988,Hughes Group,2025-02-01,2025-02-01,Lost
1840,9561,Horton-Hicks,2025-02-01,2025-02-01,In Transit
1841,5478,Cervantes-Baker,2025-02-01,2025-02-01,Lost
1842,3367,"Nelson, Mitchell and Allen",2025-02-01,2025-02-01,Delayed
1843,9846,"Cook, Matthews and Allison",2025-02-01,2025-02-01,Delayed
1844,3190,Humphrey-Booth,2025-02-01,2025-02-01,Delayed
1845,6933,Owens-Grant,2025-02-01,2025-02-01,Delivered
1846,3351,Wiggins-Johnson,2025-02-01,2025-02-01,Lost
1847,5875,Gomez-Parker,2025-02-01,2025-02-01,Delayed
1848,9704,Evans Inc,2025-02-01,2025-02-01,In Transit
